Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,2565356,-,b'West',b'Singapore',1.34,103.71,8,17,8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2018,1,1,0,0,0,0,0,7,0,0.25,152.69,6,26,25.5,0,0,0,97.26,0.16,1012,339,2.8000000000000003
2018,1,1,1,0,0,0,0,6,0,0.25,158.19,6,25.900000000000002,25.400000000000002,0,0,0,97.19,0.16,1011,341,3
2018,1,1,2,0,0,0,0,7,0,0.251,154.91,6,25.8,25.200000000000003,0,0,0,96.78,0.16,1010,345,3.2
2018,1,1,3,0,0,0,0,7,0,0.25,145.27,5.9,25.700000000000003,25.200000000000003,0,0,0,96.79,0.16,1010,347,3.2
2018,1,1,4,0,0,0,0,7,0,0.25,133.06,5.800000000000001,25.6,25,0,0,0,96.60000000000001,0.16,1010,348,3
2018,1,1,5,0,0,0,0,7,0,0.25,119.85000000000001,5.7,25.400000000000002,24.8,0,0,0,96.76,0.16,1010,345,2.6
2018,1,1,6,0,0,0,0,7,0,0.25,106.22,5.7,25.3,24.700000000000003,0,0,0,96.27,0.16,1011,337,2.4000000000000004
2018,1,1,7,0,0,0,0,7,0,0.251,92.45,5.6000000000000005,25.5,24.6,0,0,0,94.91,0.16,1011,327,2.4000000000000004
2018,1,1,8,0,65,368,138,9,3,0.23500000000000001,78.63,6.4,25.5,24.8,7,0,7,96.03,0.16,1008,359,2.2
2018,1,1,9,0,111,608,367,9,0,0.23600000000000002,65.07000000000001,6.5,25.8,25,17,0,17,95.21000000000001,0.16,1008,1,1.8
2018,1,1,10,0,137,730,588,9,0,0.23500000000000001,51.89,6.5,26.1,25,34,0,34,93.78,0.16,1009,355,1.3
2018,1,1,11,0,156,793,767,6,0,0.234,39.63,6.5,26.400000000000002,25,148,0,148,92.12,0.16,1008,340,1
2018,1,1,12,0,171,820,885,6,0,0.233,29.51,6.5,26.6,25.1,254,12,265,91.23,0.16,1007,332,1
2018,1,1,13,0,181,824,931,6,0,0.232,24.43,6.5,26.8,25.1,320,19,337,90.56,0.16,1007,332,0.9
2018,1,1,14,0,191,797,899,6,0,0.231,27.36,6.6000000000000005,26.900000000000002,25.200000000000003,292,16,306,90.36,0.16,1006,339,0.9
2018,1,1,15,0,184,764,799,6,0,0.23,36.42,6.6000000000000005,26.8,25.200000000000003,252,12,262,91.22,0.16,1005,350,0.8
2018,1,1,16,0,165,708,636,6,0,0.23,48.25,6.6000000000000005,26.700000000000003,25.3,163,0,163,92.19,0.16,1004,354,0.7000000000000001
2018,1,1,17,0,149,566,421,6,0,0.23,61.230000000000004,6.7,26.5,25.400000000000002,78,0,78,93.95,0.16,1005,354,0.7000000000000001
2018,1,1,18,0,98,360,193,6,3,0.231,74.72,6.7,26.200000000000003,25.5,49,0,49,95.76,0.16,1005,4,0.6000000000000001
2018,1,1,19,0,12,11,12,6,3,0.232,88.22,6.800000000000001,25.900000000000002,25.400000000000002,5,0,5,97.12,0.16,1006,10,0.7000000000000001
2018,1,1,20,0,0,0,0,7,0,0.233,102.32000000000001,6.800000000000001,25.8,25.400000000000002,0,0,0,97.45,0.16,1007,15,0.9
2018,1,1,21,0,0,0,0,7,0,0.23500000000000001,116.02,6.800000000000001,25.8,25.3,0,0,0,97.19,0.16,1007,19,1.2000000000000002
2018,1,1,22,0,0,0,0,7,0,0.23600000000000002,129.39000000000001,6.800000000000001,25.700000000000003,25.3,0,0,0,97.57000000000001,0.16,1008,23,1.6
2018,1,1,23,0,0,0,0,7,0,0.23700000000000002,142.01,6.800000000000001,25.6,25.200000000000003,0,0,0,97.8,0.16,1008,25,1.9000000000000001
2018,1,2,0,0,0,0,0,7,0,0.23700000000000002,152.68,6.800000000000001,25.5,25.1,0,0,0,97.89,0.16,1007,25,2.1
2018,1,2,1,0,0,0,0,6,0,0.23700000000000002,158.27,6.7,25.3,25.1,0,0,0,98.57000000000001,0.16,1006,21,2.4000000000000004
2018,1,2,2,0,0,0,0,6,0,0.23600000000000002,155.07,6.7,25.200000000000003,25,0,0,0,98.69,0.16,1006,17,2.6
2018,1,2,3,0,0,0,0,6,0,0.23500000000000001,145.44,6.6000000000000005,25.200000000000003,24.900000000000002,0,0,0,98.13,0.16,1005,13,2.8000000000000003
2018,1,2,4,0,0,0,0,6,0,0.23500000000000001,133.22,6.4,25.1,24.8,0,0,0,98.12,0.16,1005,10,3
2018,1,2,5,0,0,0,0,6,0,0.23700000000000002,120,6.300000000000001,25,24.700000000000003,0,0,0,98.02,0.16,1005,11,3
2018,1,2,6,0,0,0,0,6,0,0.23800000000000002,106.37,6.2,25,24.6,0,0,0,97.65,0.16,1006,14,2.9000000000000004
2018,1,2,7,0,0,0,0,6,0,0.23800000000000002,92.58,6.2,25.1,24.700000000000003,0,0,0,97.46000000000001,0.16,1007,17,2.8000000000000003
2018,1,2,8,0,56,440,142,6,3,0.23800000000000002,78.73,6.2,25.6,25,25,0,25,96.25,0.16,1007,21,2.9000000000000004
2018,1,2,9,0,82,706,379,6,0,0.23800000000000002,65.15,6.2,26.1,25.200000000000003,79,0,79,94.92,0.16,1008,25,2.8000000000000003
2018,1,2,10,0,95,827,605,6,0,0.23700000000000002,51.96,6.2,26.6,25.3,200,7,204,92.64,0.16,1008,29,2.9000000000000004
2018,1,2,11,0,105,886,787,6,0,0.23700000000000002,39.67,6.2,27,25.3,213,8,218,90.54,0.16,1008,33,2.9000000000000004
2018,1,2,12,0,111,916,908,6,0,0.23700000000000002,29.51,6.2,27.400000000000002,25.3,206,8,213,88.38,0.16,1007,37,2.9000000000000004
2018,1,2,13,0,112,928,957,6,0,0.23700000000000002,24.35,6.300000000000001,27.700000000000003,25.200000000000003,249,12,260,86.48,0.16,1006,42,2.7
2018,1,2,14,0,112,921,931,6,0,0.23600000000000002,27.23,6.300000000000001,27.8,25.1,233,11,242,85.48,0.16,1006,50,2.6
2018,1,2,15,0,109,895,830,6,0,0.234,36.28,6.300000000000001,27.6,25.1,249,12,258,86.12,0.16,1005,58,2.6
2018,1,2,16,0,101,845,665,6,0,0.233,48.11,6.300000000000001,27.3,25.1,109,0,109,87.73,0.16,1005,64,2.6
2018,1,2,17,0,89,749,450,6,0,0.232,61.11,6.300000000000001,26.900000000000002,25.200000000000003,26,0,26,90.32000000000001,0.16,1005,62,2.6
2018,1,2,18,0,64,563,213,6,3,0.232,74.60000000000001,6.300000000000001,26.400000000000002,25.3,29,0,29,93.53,0.16,1006,57,2.3000000000000003
2018,1,2,19,0,14,100,18,6,3,0.233,88.12,6.2,25.900000000000002,25.1,4,0,4,95.62,0.16,1007,54,2.3000000000000003
2018,1,2,20,0,0,0,0,7,0,0.233,102.22,6.2,25.700000000000003,25,0,0,0,96.2,0.16,1007,54,2.3000000000000003
2018,1,2,21,0,0,0,0,7,0,0.233,115.93,6.2,25.6,25,0,0,0,96.34,0.16,1008,55,2.3000000000000003
2018,1,2,22,0,0,0,0,7,0,0.233,129.32,6.2,25.5,24.900000000000002,0,0,0,96.4,0.16,1008,55,2.1
2018,1,2,23,0,0,0,0,7,0,0.233,141.96,6.2,25.400000000000002,24.8,0,0,0,96.60000000000001,0.16,1008,53,2.1
2018,1,3,0,0,0,0,0,7,0,0.234,152.68,6.2,25.3,24.8,0,0,0,96.99000000000001,0.16,1008,52,2.1
2018,1,3,1,0,0,0,0,7,0,0.23600000000000002,158.35,6.2,25.3,24.8,0,0,0,96.89,0.16,1007,50,2.1
2018,1,3,2,0,0,0,0,7,0,0.23800000000000002,155.20000000000002,6.2,25.200000000000003,24.8,0,0,0,97.49000000000001,0.16,1007,48,2.2
2018,1,3,3,0,0,0,0,7,0,0.23900000000000002,145.58,6.2,25.200000000000003,24.8,0,0,0,97.36,0.16,1006,47,2.2
2018,1,3,4,0,0,0,0,7,0,0.24,133.35,6.2,25.1,24.700000000000003,0,0,0,97.72,0.16,1006,47,2.1
2018,1,3,5,0,0,0,0,7,0,0.241,120.13,6.2,25.1,24.700000000000003,0,0,0,97.49000000000001,0.16,1006,47,2
2018,1,3,6,0,0,0,0,8,0,0.241,106.49000000000001,6.2,25.1,24.6,0,0,0,97.19,0.16,1006,45,1.9000000000000001
2018,1,3,7,0,0,0,0,3,0,0.241,92.69,6.2,25.3,24.8,0,0,0,97.18,0.16,1007,45,1.8
2018,1,3,8,0,59,410,138,4,3,0.241,78.82000000000001,6.2,26,25.3,70,15,73,96.15,0.16,1008,45,2.2
2018,1,3,9,0,94,663,372,4,0,0.241,65.24,6.2,26.400000000000002,25.6,177,74,208,95.12,0.16,1008,46,2.3000000000000003
2018,1,3,10,0,114,783,596,7,0,0.241,52.03,6.2,26.8,25.700000000000003,277,297,459,93.44,0.16,1009,44,2.5
2018,1,3,11,0,130,840,777,7,0,0.23900000000000002,39.71,6.2,27.200000000000003,25.6,322,445,665,90.84,0.16,1008,44,2.6
2018,1,3,12,0,138,873,898,7,0,0.23700000000000002,29.5,6.2,27.5,25.5,365,477,781,88.84,0.16,1007,45,2.6
2018,1,3,13,0,142,884,948,7,0,0.23500000000000001,24.27,6.2,27.700000000000003,25.400000000000002,388,505,849,87.47,0.16,1007,45,2.5
2018,1,3,14,0,143,874,921,7,0,0.233,27.1,6.2,27.700000000000003,25.400000000000002,398,426,777,87.24,0.16,1006,44,2.4000000000000004
2018,1,3,15,0,138,846,821,8,0,0.232,36.14,6.300000000000001,27.5,25.400000000000002,382,351,665,88.12,0.16,1005,44,2.2
2018,1,3,16,0,126,793,657,7,0,0.231,47.980000000000004,6.300000000000001,27.3,25.400000000000002,298,56,336,89.45,0.16,1005,45,2
2018,1,3,17,0,109,690,443,6,0,0.231,60.980000000000004,6.300000000000001,27,25.5,145,0,145,91.59,0.16,1005,45,1.9000000000000001
2018,1,3,18,0,77,491,208,7,3,0.231,74.49,6.300000000000001,26.6,25.6,75,0,75,94.14,0.16,1006,45,1.8
2018,1,3,19,0,15,60,17,7,3,0.232,88.02,6.300000000000001,26.1,25.400000000000002,8,0,8,95.96000000000001,0.16,1006,45,1.7000000000000002
2018,1,3,20,0,0,0,0,8,0,0.233,102.12,6.300000000000001,25.900000000000002,25.3,0,0,0,96.63,0.16,1007,45,1.9000000000000001
2018,1,3,21,0,0,0,0,8,0,0.23500000000000001,115.84,6.300000000000001,25.8,25.3,0,0,0,96.87,0.16,1008,45,2
2018,1,3,22,0,0,0,0,8,0,0.23600000000000002,129.25,6.300000000000001,25.700000000000003,25.200000000000003,0,0,0,97.14,0.16,1009,45,2
2018,1,3,23,0,0,0,0,4,0,0.23700000000000002,141.91,6.300000000000001,25.6,25.1,0,0,0,97.24000000000001,0.16,1008,46,1.9000000000000001
2018,1,4,0,0,0,0,0,7,0,0.23700000000000002,152.68,6.2,25.5,25.1,0,0,0,97.54,0.16,1008,47,1.9000000000000001
2018,1,4,1,0,0,0,0,7,0,0.23700000000000002,158.44,6.2,25.5,25,0,0,0,97.16,0.16,1007,47,1.8
2018,1,4,2,0,0,0,0,7,0,0.23600000000000002,155.34,6.2,25.400000000000002,25,0,0,0,97.4,0.16,1007,45,1.8
2018,1,4,3,0,0,0,0,7,0,0.23600000000000002,145.73,6.2,25.3,24.900000000000002,0,0,0,97.56,0.16,1006,42,1.8
2018,1,4,4,0,0,0,0,7,0,0.23500000000000001,133.49,6.2,25.200000000000003,24.8,0,0,0,97.82000000000001,0.16,1006,40,1.7000000000000002
2018,1,4,5,0,0,0,0,8,0,0.23600000000000002,120.25,6.2,25.200000000000003,24.8,0,0,0,97.49000000000001,0.16,1006,37,1.7000000000000002
2018,1,4,6,0,0,0,0,7,0,0.23500000000000001,106.60000000000001,6.2,25.200000000000003,24.700000000000003,0,0,0,97.25,0.16,1007,37,1.8
2018,1,4,7,0,0,0,0,7,0,0.234,92.79,6.2,25.5,24.900000000000002,0,0,0,96.63,0.16,1007,40,1.9000000000000001
2018,1,4,8,0,55,438,139,6,3,0.23500000000000001,78.91,6.2,26.200000000000003,25.5,38,0,38,95.69,0.16,1008,44,2.3000000000000003
2018,1,4,9,0,88,684,374,7,0,0.23600000000000002,65.32000000000001,6.2,26.700000000000003,25.700000000000003,177,79,210,94.2,0.16,1009,47,2.3000000000000003
2018,1,4,10,0,108,796,598,7,0,0.23700000000000002,52.09,6.2,27,25.700000000000003,291,193,410,92.73,0.16,1009,48,2.4000000000000004
2018,1,4,11,0,122,855,779,6,0,0.23700000000000002,39.74,6.300000000000001,27.3,25.700000000000003,371,84,436,90.73,0.16,1009,48,2.3000000000000003
2018,1,4,12,0,132,883,900,6,0,0.23800000000000002,29.48,6.300000000000001,27.6,25.5,360,30,386,88.47,0.16,1008,48,2.2
2018,1,4,13,0,137,891,950,6,0,0.23800000000000002,24.18,6.300000000000001,27.700000000000003,25.3,478,130,597,86.95,0.16,1008,48,1.8
2018,1,4,14,0,143,874,922,6,0,0.23800000000000002,26.96,6.300000000000001,27.8,25.1,441,78,511,85.16,0.16,1007,50,1.4000000000000001
2018,1,4,15,0,142,838,820,6,0,0.23800000000000002,35.99,6.4,27.700000000000003,24.8,382,65,435,84.33,0.16,1006,57,1
2018,1,4,16,0,133,779,656,6,0,0.23900000000000002,47.84,6.4,27.6,24.700000000000003,251,20,264,84.32000000000001,0.16,1006,78,0.8
2018,1,4,17,0,118,664,441,6,0,0.23800000000000002,60.85,6.4,27.3,24.900000000000002,159,2,160,86.66,0.16,1006,92,0.9
2018,1,4,18,0,84,457,207,6,3,0.23800000000000002,74.37,6.4,26.900000000000002,24.900000000000002,12,0,12,88.96000000000001,0.16,1006,89,0.9
2018,1,4,19,0,15,54,17,6,3,0.23800000000000002,87.92,6.300000000000001,26.400000000000002,24.900000000000002,3,0,3,91.47,0.16,1007,84,0.9
2018,1,4,20,0,0,0,0,7,0,0.23700000000000002,102.02,6.2,26.200000000000003,24.700000000000003,0,0,0,91.69,0.16,1007,77,1
2018,1,4,21,0,0,0,0,7,0,0.23700000000000002,115.75,6.2,26.1,24.700000000000003,0,0,0,91.74,0.16,1008,68,1
2018,1,4,22,0,0,0,0,7,0,0.23700000000000002,129.18,6.2,25.900000000000002,24.6,0,0,0,92.33,0.16,1008,58,1
2018,1,4,23,0,0,0,0,8,0,0.23600000000000002,141.87,6.2,25.8,24.5,0,0,0,92.5,0.16,1009,49,0.9
2018,1,5,0,0,0,0,0,7,0,0.23600000000000002,152.69,6.2,25.700000000000003,24.400000000000002,0,0,0,92.61,0.16,1008,39,0.9
2018,1,5,1,0,0,0,0,7,0,0.23600000000000002,158.53,6.2,25.5,24.400000000000002,0,0,0,93.60000000000001,0.16,1008,27,0.9
2018,1,5,2,0,0,0,0,7,0,0.23500000000000001,155.49,6.2,25.3,24.400000000000002,0,0,0,94.72,0.16,1007,21,1.1
2018,1,5,3,0,0,0,0,7,0,0.23500000000000001,145.87,6.2,25.1,24.400000000000002,0,0,0,95.83,0.16,1007,21,1.2000000000000002
2018,1,5,4,0,0,0,0,7,0,0.23500000000000001,133.62,6.2,25,24.3,0,0,0,96.07000000000001,0.16,1006,25,1.3
2018,1,5,5,0,0,0,0,7,0,0.23500000000000001,120.38,6.2,24.900000000000002,24.3,0,0,0,96.4,0.16,1006,30,1.4000000000000001
2018,1,5,6,0,0,0,0,7,0,0.23500000000000001,106.71000000000001,6.2,24.900000000000002,24.200000000000003,0,0,0,96.15,0.16,1007,35,1.3
2018,1,5,7,0,0,0,0,7,0,0.234,92.9,6.2,25.1,24.400000000000002,0,0,0,96.02,0.16,1008,39,1.3
2018,1,5,8,0,62,379,134,7,3,0.234,79.01,6.2,25.900000000000002,24.900000000000002,20,0,20,94.35000000000001,0.16,1008,44,1.3
2018,1,5,9,0,104,628,365,7,0,0.234,65.4,6.300000000000001,26.700000000000003,24.900000000000002,15,0,15,90.12,0.16,1009,50,1
2018,1,5,10,0,132,742,587,6,0,0.234,52.15,6.300000000000001,27.6,24.400000000000002,35,0,35,82.73,0.16,1009,64,0.6000000000000001
2018,1,5,11,0,161,785,764,6,0,0.233,39.77,6.300000000000001,28,24.200000000000003,78,0,78,79.91,0.16,1009,139,0.2
2018,1,5,12,0,180,808,883,7,0,0.231,29.46,6.300000000000001,28.400000000000002,24.200000000000003,136,0,136,78.11,0.16,1009,212,0.5
2018,1,5,13,0,187,818,934,7,0,0.23,24.080000000000002,6.300000000000001,28.5,24.3,77,0,77,78.08,0.16,1008,222,0.8
2018,1,5,14,0,194,798,906,6,0,0.228,26.82,6.300000000000001,28.5,24.5,288,15,301,78.84,0.16,1007,223,1
2018,1,5,15,0,189,762,806,7,0,0.226,35.84,6.300000000000001,28.200000000000003,24.6,401,94,478,80.67,0.16,1006,220,1.3
2018,1,5,16,0,171,704,645,7,0,0.225,47.7,6.300000000000001,27.8,24.700000000000003,309,309,517,83.34,0.16,1006,214,1.4000000000000001
2018,1,5,17,0,148,582,433,7,0,0.224,60.72,6.300000000000001,27.400000000000002,24.900000000000002,196,353,368,86.34,0.16,1006,207,1.4000000000000001
2018,1,5,18,0,101,373,202,8,3,0.225,74.25,6.300000000000001,26.900000000000002,24.900000000000002,89,0,89,89.03,0.16,1007,201,1.3
2018,1,5,19,0,14,34,15,7,3,0.226,87.82000000000001,6.300000000000001,26.5,25.1,9,0,9,92.21000000000001,0.16,1007,194,1.1
2018,1,5,20,0,0,0,0,7,0,0.227,101.93,6.300000000000001,26.3,25,0,0,0,92.56,0.16,1008,186,1.1
2018,1,5,21,0,0,0,0,7,0,0.229,115.67,6.2,26.200000000000003,24.8,0,0,0,92.18,0.16,1009,172,1
2018,1,5,22,0,0,0,0,7,0,0.23,129.12,6.1000000000000005,26.1,24.8,0,0,0,92.38,0.16,1009,155,1
2018,1,5,23,0,0,0,0,7,0,0.232,141.84,6,25.900000000000002,24.6,0,0,0,92.52,0.16,1009,137,0.9
2018,1,6,0,0,0,0,0,7,0,0.233,152.71,5.800000000000001,25.700000000000003,24.400000000000002,0,0,0,92.5,0.16,1008,122,1
2018,1,6,1,0,0,0,0,4,0,0.234,158.63,5.7,25.5,24.200000000000003,0,0,0,92.55,0.16,1008,111,1
2018,1,6,2,0,0,0,0,8,0,0.234,155.64000000000001,5.5,25.400000000000002,24,0,0,0,92.03,0.16,1007,105,1
2018,1,6,3,0,0,0,0,8,0,0.234,146.02,5.4,25.3,23.8,0,0,0,91.48,0.16,1006,101,1
2018,1,6,4,0,0,0,0,7,0,0.233,133.76,5.300000000000001,25.200000000000003,23.700000000000003,0,0,0,91.14,0.16,1006,97,0.9
2018,1,6,5,0,0,0,0,7,0,0.233,120.5,5.300000000000001,25.200000000000003,23.5,0,0,0,90.39,0.16,1006,93,0.8
2018,1,6,6,0,0,0,0,7,0,0.231,106.83,5.2,25.200000000000003,23.400000000000002,0,0,0,89.93,0.16,1006,88,0.7000000000000001
2018,1,6,7,0,0,0,0,7,0,0.229,93,5.2,25.400000000000002,23.6,0,0,0,90.03,0.16,1007,83,0.5
2018,1,6,8,0,62,384,134,7,3,0.229,79.09,5.1000000000000005,26.5,24.400000000000002,63,0,63,88.34,0.16,1008,92,0.4
2018,1,6,9,0,99,654,370,7,0,0.228,65.47,5.1000000000000005,28.400000000000002,23.700000000000003,135,0,135,75.77,0.16,1008,204,0.30000000000000004
2018,1,6,10,0,120,778,596,7,0,0.228,52.21,5.1000000000000005,29.5,23.200000000000003,282,257,440,69.14,0.16,1009,237,0.6000000000000001
2018,1,6,11,0,140,831,778,7,0,0.228,39.800000000000004,5.1000000000000005,29.900000000000002,23.200000000000003,312,465,670,67.51,0.16,1009,237,0.7000000000000001
2018,1,6,12,0,156,853,899,7,0,0.228,29.43,5.2,30.3,23.6,407,389,745,67.4,0.16,1008,228,0.7000000000000001
2018,1,6,13,0,167,855,948,7,0,0.229,23.98,5.2,30.6,23.900000000000002,472,106,569,67.67,0.16,1007,210,0.6000000000000001
2018,1,6,14,0,173,836,920,7,0,0.23,26.66,5.300000000000001,30.700000000000003,24,469,205,653,67.58,0.16,1006,186,0.7000000000000001
2018,1,6,15,0,170,800,820,7,0,0.231,35.69,5.4,30.400000000000002,24.1,311,23,329,69.11,0.16,1006,161,0.9
2018,1,6,16,0,156,740,656,7,0,0.232,47.56,5.4,29.8,24.400000000000002,246,17,257,72.66,0.16,1006,136,1.2000000000000002
2018,1,6,17,0,135,625,442,7,0,0.232,60.6,5.5,29.200000000000003,24.8,220,130,284,77,0.16,1006,115,1.5
2018,1,6,18,0,94,419,209,6,0,0.231,74.13,5.5,28.3,24.700000000000003,107,52,121,81.02,0.16,1007,103,1.8
2018,1,6,19,0,15,53,18,6,3,0.231,87.72,5.5,27.3,25.1,12,0,12,87.87,0.16,1007,95,1.8
2018,1,6,20,0,0,0,0,6,0,0.232,101.83,5.5,26.8,25.200000000000003,0,0,0,91.09,0.16,1008,91,1.8
2018,1,6,21,0,0,0,0,6,0,0.233,115.59,5.5,26.5,25.3,0,0,0,93.09,0.16,1009,89,1.8
2018,1,6,22,0,0,0,0,6,0,0.233,129.06,5.4,26.200000000000003,25.3,0,0,0,94.65,0.16,1009,89,1.7000000000000002
2018,1,6,23,0,0,0,0,6,0,0.233,141.81,5.4,26,25.200000000000003,0,0,0,95.31,0.16,1009,89,1.7000000000000002
2018,1,7,0,0,0,0,0,6,0,0.233,152.73,5.4,25.8,25.1,0,0,0,95.8,0.16,1009,89,1.7000000000000002
2018,1,7,1,0,0,0,0,7,0,0.233,158.73,5.4,25.6,24.900000000000002,0,0,0,96.19,0.16,1008,87,1.8
2018,1,7,2,0,0,0,0,7,0,0.232,155.79,5.5,25.400000000000002,24.8,0,0,0,96.74000000000001,0.16,1008,87,1.7000000000000002
2018,1,7,3,0,0,0,0,7,0,0.232,146.17000000000002,5.5,25.3,24.700000000000003,0,0,0,96.62,0.16,1007,90,1.7000000000000002
2018,1,7,4,0,0,0,0,7,0,0.233,133.9,5.6000000000000005,25.3,24.6,0,0,0,95.93,0.16,1007,94,1.6
2018,1,7,5,0,0,0,0,8,0,0.233,120.63,5.6000000000000005,25.3,24.5,0,0,0,95.42,0.16,1007,96,1.5
2018,1,7,6,0,0,0,0,8,0,0.232,106.94,5.6000000000000005,25.3,24.5,0,0,0,95.22,0.16,1007,96,1.5
2018,1,7,7,0,0,0,0,8,0,0.231,93.10000000000001,5.6000000000000005,25.6,24.700000000000003,0,0,0,94.93,0.16,1008,93,1.5
2018,1,7,8,0,58,406,134,4,3,0.232,79.18,5.6000000000000005,26.5,25.3,69,27,74,93.16,0.16,1009,87,1.9000000000000001
2018,1,7,9,0,93,667,369,4,0,0.232,65.54,5.6000000000000005,27.200000000000003,25.400000000000002,175,75,206,89.74,0.16,1010,85,2
2018,1,7,10,0,113,788,595,2,3,0.233,52.26,5.6000000000000005,27.8,25.200000000000003,277,283,451,85.97,0.16,1010,85,2
2018,1,7,11,0,130,843,778,2,0,0.233,39.82,5.7,28.400000000000002,25.200000000000003,363,325,613,82.87,0.16,1009,85,1.8
2018,1,7,12,0,141,872,901,3,0,0.232,29.400000000000002,5.7,28.900000000000002,25.200000000000003,454,148,582,80.63,0.16,1009,86,1.6
2018,1,7,13,0,148,879,952,8,0,0.231,23.87,5.800000000000001,29.200000000000003,25.200000000000003,484,173,642,79.06,0.16,1008,91,1.4000000000000001
2018,1,7,14,0,165,845,921,7,0,0.229,26.51,5.800000000000001,29.3,25.1,442,336,742,78.02,0.16,1007,102,1.1
2018,1,7,15,0,158,816,823,9,0,0.229,35.54,5.9,29.200000000000003,25,303,21,320,78.01,0.16,1006,117,1
2018,1,7,16,0,142,766,661,8,0,0.228,47.42,5.9,29,25.1,311,312,522,79.4,0.16,1006,125,1.1
2018,1,7,17,0,123,658,448,8,0,0.227,60.47,5.9,28.8,25.5,221,169,305,82.4,0.16,1006,124,1
2018,1,7,18,0,88,456,213,8,0,0.227,74.02,5.9,28.200000000000003,25.3,108,60,125,84.37,0.16,1007,121,1.1
2018,1,7,19,0,17,65,20,7,3,0.229,87.62,5.9,27.3,25.5,12,0,12,89.89,0.16,1008,116,1.1
2018,1,7,20,0,0,0,0,4,0,0.23,101.74000000000001,5.9,26.8,25.400000000000002,0,0,0,91.87,0.16,1009,108,1.2000000000000002
2018,1,7,21,0,0,0,0,7,0,0.231,115.52,5.9,26.5,25.3,0,0,0,92.9,0.16,1009,100,1.4000000000000001
2018,1,7,22,0,0,0,0,4,0,0.232,129,5.9,26.3,25.200000000000003,0,0,0,93.62,0.16,1010,94,1.5
2018,1,7,23,0,0,0,0,4,0,0.234,141.78,5.9,26,25.1,0,0,0,94.86,0.16,1010,90,1.6
2018,1,8,0,0,0,0,0,3,0,0.23500000000000001,152.76,5.800000000000001,25.900000000000002,25.1,0,0,0,95.09,0.16,1010,90,1.6
2018,1,8,1,0,0,0,0,4,0,0.23500000000000001,158.84,5.800000000000001,25.700000000000003,25,0,0,0,95.67,0.16,1009,90,1.6
2018,1,8,2,0,0,0,0,4,0,0.234,155.95000000000002,5.7,25.5,24.8,0,0,0,96.2,0.16,1008,89,1.8
2018,1,8,3,0,0,0,0,4,0,0.233,146.33,5.6000000000000005,25.400000000000002,24.8,0,0,0,96.52,0.16,1008,89,1.9000000000000001
2018,1,8,4,0,0,0,0,3,0,0.234,134.04,5.6000000000000005,25.3,24.8,0,0,0,96.81,0.16,1007,90,2
2018,1,8,5,0,0,0,0,3,0,0.234,120.75,5.6000000000000005,25.200000000000003,24.700000000000003,0,0,0,96.94,0.16,1008,93,1.9000000000000001
2018,1,8,6,0,0,0,0,8,0,0.23500000000000001,107.05,5.6000000000000005,25.1,24.5,0,0,0,96.62,0.16,1008,98,1.6
2018,1,8,7,0,0,0,0,8,0,0.23600000000000002,93.2,5.6000000000000005,25.400000000000002,24.700000000000003,0,0,0,95.93,0.16,1009,106,1.4000000000000001
2018,1,8,8,0,53,440,135,6,3,0.23600000000000002,79.27,5.7,26.400000000000002,25.3,56,0,56,93.72,0.16,1010,117,1.4000000000000001
2018,1,8,9,0,84,696,372,6,0,0.23700000000000002,65.61,5.7,27.400000000000002,25.1,17,0,17,87.36,0.16,1011,136,1.1
2018,1,8,10,0,104,808,598,7,0,0.23600000000000002,52.300000000000004,5.800000000000001,27.900000000000002,24.400000000000002,35,0,35,81.33,0.16,1011,171,0.9
2018,1,8,11,0,155,797,767,8,0,0.23500000000000001,39.83,5.9,28.200000000000003,24.200000000000003,235,10,243,78.86,0.16,1010,193,0.7000000000000001
2018,1,8,12,0,166,833,891,4,0,0.234,29.36,5.9,28.6,24,454,153,588,76.42,0.16,1010,204,0.6000000000000001
