Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Fill Flag,Ozone,Solar Zenith Angle,Precipitable Water,Temperature,Dew Point,DHI,DNI,GHI,Relative Humidity,Surface Albedo,Pressure,Wind Direction,Wind Speed
2018,1,2,11,0,104,887,787,6,0,0.23700000000000002,39.61,6.2,26.900000000000002,25.3,196,6,201,90.77,0.14,1005,33,3
2018,1,2,12,0,109,918,908,6,0,0.23700000000000002,29.46,6.2,27.200000000000003,25.3,215,9,223,89.24,0.14,1005,37,2.9000000000000004
2018,1,2,13,0,110,930,957,6,0,0.23700000000000002,24.34,6.2,27.5,25.200000000000003,275,14,288,87.36,0.14,1004,42,2.7
2018,1,2,14,0,110,923,930,6,0,0.23600000000000002,27.27,6.2,27.6,25.1,191,7,197,86.29,0.14,1003,50,2.6
2018,1,2,15,0,107,897,829,6,0,0.234,36.34,6.2,27.400000000000002,25.1,187,5,191,87.04,0.14,1003,58,2.6
2018,1,2,16,0,99,846,664,6,0,0.233,48.18,6.300000000000001,27.1,25.1,78,0,78,88.61,0.14,1003,64,2.6
2018,1,2,17,0,87,751,449,6,0,0.232,61.18,6.300000000000001,26.700000000000003,25.1,31,0,31,91.16,0.14,1003,62,2.6
2018,1,2,18,0,63,565,212,6,3,0.232,74.68,6.2,26.200000000000003,25.200000000000003,39,0,39,94.33,0.14,1004,57,2.4000000000000004
2018,1,2,19,0,14,98,17,6,3,0.233,88.19,6.2,25.700000000000003,25.1,5,0,5,96.32000000000001,0.14,1004,54,2.3000000000000003
2018,1,2,20,0,0,0,0,7,0,0.233,102.29,6.2,25.5,25,0,0,0,96.97,0.14,1005,54,2.4000000000000004
2018,1,2,21,0,0,0,0,7,0,0.233,116,6.2,25.400000000000002,24.900000000000002,0,0,0,97.12,0.14,1006,55,2.3000000000000003
2018,1,2,22,0,0,0,0,7,0,0.233,129.39000000000001,6.2,25.3,24.8,0,0,0,97.22,0.14,1006,55,2.1
2018,1,2,23,0,0,0,0,7,0,0.233,142.02,6.2,25.3,24.8,0,0,0,96.88,0.14,1006,53,2.1
2018,1,3,0,0,0,0,0,7,0,0.234,152.73,6.2,25.200000000000003,24.700000000000003,0,0,0,97.2,0.14,1005,52,2.1
2018,1,3,1,0,0,0,0,7,0,0.23600000000000002,158.36,6.2,25.1,24.700000000000003,0,0,0,97.8,0.14,1005,50,2.1
2018,1,3,2,0,0,0,0,7,0,0.23800000000000002,155.17000000000002,6.2,25.1,24.700000000000003,0,0,0,97.75,0.14,1004,48,2.2
2018,1,3,3,0,0,0,0,7,0,0.23900000000000002,145.52,6.2,25,24.700000000000003,0,0,0,98.21000000000001,0.14,1003,47,2.2
2018,1,3,4,0,0,0,0,7,0,0.24,133.29,6.2,25,24.700000000000003,0,0,0,98.02,0.14,1003,47,2.1
2018,1,3,5,0,0,0,0,7,0,0.241,120.06,6.2,25,24.6,0,0,0,97.81,0.14,1003,47,2
2018,1,3,6,0,0,0,0,7,0,0.241,106.41,6.2,25,24.6,0,0,0,97.61,0.14,1004,45,1.9000000000000001
2018,1,3,7,0,0,0,0,7,0,0.241,92.62,6.1000000000000005,25.200000000000003,24.8,0,0,0,97.58,0.14,1005,45,1.8
2018,1,3,8,0,59,413,140,3,3,0.241,78.75,6.1000000000000005,25.900000000000002,25.3,74,109,95,96.37,0.14,1005,45,2.2
2018,1,3,9,0,93,666,373,3,0,0.241,65.17,6.1000000000000005,26.3,25.5,180,201,264,95.38,0.14,1006,46,2.3000000000000003
2018,1,3,10,0,113,786,597,7,0,0.241,51.96,6.1000000000000005,26.700000000000003,25.6,292,189,409,93.61,0.14,1006,44,2.5
2018,1,3,11,0,129,842,777,7,0,0.23900000000000002,39.65,6.1000000000000005,27,25.5,332,425,660,91.66,0.14,1006,44,2.6
2018,1,3,12,0,137,875,898,7,0,0.23700000000000002,29.45,6.1000000000000005,27.3,25.5,426,339,721,89.69,0.14,1005,45,2.6
2018,1,3,13,0,140,886,947,7,0,0.23500000000000001,24.26,6.2,27.5,25.400000000000002,378,547,877,88.27,0.14,1004,45,2.5
2018,1,3,14,0,141,875,920,7,0,0.233,27.13,6.2,27.400000000000002,25.3,399,424,776,88.60000000000001,0.14,1003,44,2.4000000000000004
2018,1,3,15,0,135,848,820,8,0,0.232,36.2,6.2,27.3,25.3,295,19,310,89.05,0.14,1003,44,2.2
2018,1,3,16,0,124,795,656,6,0,0.231,48.050000000000004,6.2,27,25.400000000000002,116,0,116,90.74,0.14,1002,45,2.1
2018,1,3,17,0,107,692,442,6,0,0.231,61.050000000000004,6.2,26.700000000000003,25.5,185,23,196,92.97,0.14,1003,45,1.9000000000000001
2018,1,3,18,0,76,494,208,7,3,0.231,74.56,6.2,26.400000000000002,25.5,50,0,50,94.9,0.14,1003,45,1.8
2018,1,3,19,0,15,59,17,8,3,0.232,88.09,6.2,25.900000000000002,25.400000000000002,6,0,6,96.81,0.14,1004,45,1.7000000000000002
2018,1,3,20,0,0,0,0,8,0,0.233,102.19,6.2,25.8,25.3,0,0,0,96.88,0.14,1005,45,1.9000000000000001
2018,1,3,21,0,0,0,0,4,0,0.23500000000000001,115.91,6.2,25.700000000000003,25.200000000000003,0,0,0,97.13,0.14,1006,45,2
2018,1,3,22,0,0,0,0,8,0,0.23600000000000002,129.32,6.2,25.6,25.1,0,0,0,97.32000000000001,0.14,1006,45,2
2018,1,3,23,0,0,0,0,4,0,0.23700000000000002,141.98,6.2,25.5,25.1,0,0,0,97.56,0.14,1006,46,1.9000000000000001
2018,1,4,0,0,0,0,0,7,0,0.23700000000000002,152.73,6.2,25.400000000000002,25,0,0,0,97.81,0.14,1005,47,1.9000000000000001
2018,1,4,1,0,0,0,0,7,0,0.23700000000000002,158.45000000000002,6.2,25.3,25,0,0,0,98.14,0.14,1005,47,1.8
2018,1,4,2,0,0,0,0,7,0,0.23600000000000002,155.3,6.1000000000000005,25.3,24.900000000000002,0,0,0,97.73,0.14,1004,45,1.8
2018,1,4,3,0,0,0,0,7,0,0.23600000000000002,145.66,6.1000000000000005,25.200000000000003,24.900000000000002,0,0,0,98,0.14,1004,42,1.8
2018,1,4,4,0,0,0,0,8,0,0.23600000000000002,133.42000000000002,6.1000000000000005,25.1,24.8,0,0,0,98.16,0.14,1003,40,1.7000000000000002
2018,1,4,5,0,0,0,0,8,0,0.23600000000000002,120.18,6.1000000000000005,25.1,24.700000000000003,0,0,0,97.93,0.14,1004,37,1.7000000000000002
2018,1,4,6,0,0,0,0,7,0,0.23500000000000001,106.53,6.1000000000000005,25.1,24.700000000000003,0,0,0,97.57000000000001,0.14,1004,37,1.8
2018,1,4,7,0,0,0,0,6,0,0.23500000000000001,92.72,6.1000000000000005,25.3,24.900000000000002,0,0,0,97.60000000000001,0.14,1005,40,1.9000000000000001
2018,1,4,8,0,55,443,141,6,3,0.23500000000000001,78.84,6.1000000000000005,26.1,25.400000000000002,29,0,29,96.05,0.14,1006,44,2.3000000000000003
2018,1,4,9,0,87,688,375,7,0,0.23600000000000002,65.25,6.1000000000000005,26.6,25.6,167,38,183,94.4,0.14,1006,47,2.3000000000000003
2018,1,4,10,0,107,799,599,6,0,0.23700000000000002,52.02,6.2,26.900000000000002,25.700000000000003,286,96,345,93.03,0.14,1007,48,2.4000000000000004
2018,1,4,11,0,120,858,780,6,0,0.23700000000000002,39.68,6.2,27.200000000000003,25.6,370,81,433,90.97,0.14,1006,48,2.3000000000000003
2018,1,4,12,0,129,886,901,6,0,0.23800000000000002,29.44,6.2,27.400000000000002,25.5,389,43,426,89.35000000000001,0.14,1006,48,2.2
2018,1,4,13,0,135,893,950,6,0,0.23800000000000002,24.17,6.2,27.6,25.3,478,126,593,87.28,0.14,1005,48,1.8
2018,1,4,14,0,140,876,921,6,0,0.23800000000000002,27,6.300000000000001,27.6,25,395,40,430,86.02,0.14,1004,50,1.4000000000000001
2018,1,4,15,0,139,841,820,6,0,0.23800000000000002,36.050000000000004,6.300000000000001,27.6,24.8,389,75,450,84.68,0.14,1003,57,1
2018,1,4,16,0,130,782,655,6,0,0.23900000000000002,47.910000000000004,6.300000000000001,27.400000000000002,24.700000000000003,234,14,243,85.10000000000001,0.14,1003,78,0.8
2018,1,4,17,0,116,668,440,6,0,0.23800000000000002,60.92,6.300000000000001,27.1,24.8,152,0,152,87.42,0.14,1003,92,0.9
2018,1,4,18,0,83,460,206,6,3,0.23800000000000002,74.44,6.300000000000001,26.700000000000003,24.900000000000002,37,0,37,89.8,0.14,1004,89,0.9
2018,1,4,19,0,15,53,17,7,3,0.23800000000000002,87.99,6.2,26.200000000000003,24.8,5,0,5,92.27,0.14,1004,84,0.9
2018,1,4,20,0,0,0,0,7,0,0.23700000000000002,102.10000000000001,6.2,26,24.700000000000003,0,0,0,92.59,0.14,1005,77,1
2018,1,4,21,0,0,0,0,7,0,0.23700000000000002,115.83,6.1000000000000005,25.900000000000002,24.6,0,0,0,92.66,0.14,1006,68,1
2018,1,4,22,0,0,0,0,7,0,0.23700000000000002,129.25,6.1000000000000005,25.8,24.5,0,0,0,92.72,0.14,1006,58,1
2018,1,4,23,0,0,0,0,8,0,0.23600000000000002,141.94,6.1000000000000005,25.700000000000003,24.400000000000002,0,0,0,92.81,0.14,1006,49,0.9
2018,1,5,0,0,0,0,0,7,0,0.23600000000000002,152.74,6.2,25.6,24.400000000000002,0,0,0,93.03,0.14,1006,39,0.9
2018,1,5,1,0,0,0,0,7,0,0.23600000000000002,158.54,6.2,25.400000000000002,24.400000000000002,0,0,0,93.95,0.14,1005,27,1
2018,1,5,2,0,0,0,0,7,0,0.23500000000000001,155.45000000000002,6.2,25.200000000000003,24.400000000000002,0,0,0,95.17,0.14,1005,21,1.1
2018,1,5,3,0,0,0,0,7,0,0.23500000000000001,145.81,6.2,25,24.400000000000002,0,0,0,96.2,0.14,1004,21,1.2000000000000002
2018,1,5,4,0,0,0,0,7,0,0.23500000000000001,133.56,6.1000000000000005,24.900000000000002,24.3,0,0,0,96.54,0.14,1004,25,1.3
2018,1,5,5,0,0,0,0,7,0,0.23500000000000001,120.3,6.1000000000000005,24.8,24.3,0,0,0,96.86,0.14,1004,30,1.4000000000000001
2018,1,5,6,0,0,0,0,7,0,0.23500000000000001,106.64,6.1000000000000005,24.8,24.200000000000003,0,0,0,96.49000000000001,0.14,1004,35,1.3
2018,1,5,7,0,0,0,0,7,0,0.234,92.82000000000001,6.1000000000000005,25,24.400000000000002,0,0,0,96.32000000000001,0.14,1005,39,1.3
2018,1,5,8,0,61,387,135,7,3,0.234,78.93,6.2,25.8,24.900000000000002,26,0,26,94.64,0.14,1006,44,1.3
2018,1,5,9,0,102,636,367,7,0,0.234,65.32000000000001,6.2,26.6,24.900000000000002,15,0,15,90.36,0.14,1007,50,1.1
2018,1,5,10,0,129,749,589,6,0,0.234,52.08,6.2,27.400000000000002,24.400000000000002,35,0,35,83.49,0.14,1007,64,0.6000000000000001
2018,1,5,11,0,157,791,765,7,0,0.233,39.71,6.2,27.900000000000002,24.200000000000003,57,0,57,80.19,0.14,1007,139,0.2
2018,1,5,12,0,175,814,884,7,0,0.231,29.41,6.2,28.200000000000003,24.200000000000003,186,6,192,78.76,0.14,1006,212,0.5
2018,1,5,13,0,182,823,933,7,0,0.23,24.07,6.300000000000001,28.400000000000002,24.200000000000003,125,0,125,78.21000000000001,0.14,1005,222,0.8
2018,1,5,14,0,189,803,905,6,0,0.228,26.85,6.300000000000001,28.3,24.400000000000002,318,19,335,79.4,0.14,1004,223,1
2018,1,5,15,0,185,766,805,7,0,0.226,35.9,6.300000000000001,28.1,24.5,373,55,417,80.8,0.14,1003,220,1.3
2018,1,5,16,0,167,708,643,8,0,0.225,47.77,6.300000000000001,27.6,24.6,310,74,360,83.93,0.14,1003,214,1.4000000000000001
2018,1,5,17,0,146,585,431,7,0,0.224,60.800000000000004,6.300000000000001,27.200000000000003,24.8,189,384,376,87.01,0.14,1004,207,1.4000000000000001
2018,1,5,18,0,100,374,201,7,3,0.225,74.32000000000001,6.300000000000001,26.8,24.900000000000002,90,0,90,89.15,0.14,1004,201,1.3
2018,1,5,19,0,13,33,15,7,3,0.226,87.89,6.2,26.3,25.1,9,0,9,93.02,0.14,1005,194,1.1
2018,1,5,20,0,0,0,0,7,0,0.227,102,6.2,26.1,25,0,0,0,93.46000000000001,0.14,1006,186,1.1
2018,1,5,21,0,0,0,0,7,0,0.229,115.74000000000001,6.2,26.1,24.8,0,0,0,92.5,0.14,1006,172,1
2018,1,5,22,0,0,0,0,7,0,0.23,129.19,6.1000000000000005,25.900000000000002,24.700000000000003,0,0,0,93.33,0.14,1007,155,1
2018,1,5,23,0,0,0,0,7,0,0.232,141.9,6,25.8,24.6,0,0,0,92.84,0.14,1006,137,1
2018,1,6,0,0,0,0,0,7,0,0.233,152.76,5.800000000000001,25.6,24.400000000000002,0,0,0,92.89,0.14,1006,122,1
2018,1,6,1,0,0,0,0,8,0,0.234,158.64000000000001,5.7,25.400000000000002,24.200000000000003,0,0,0,92.83,0.14,1005,111,1
2018,1,6,2,0,0,0,0,8,0,0.234,155.6,5.5,25.3,24,0,0,0,92.39,0.14,1005,105,1
2018,1,6,3,0,0,0,0,8,0,0.234,145.96,5.4,25.200000000000003,23.8,0,0,0,91.79,0.14,1004,101,1
2018,1,6,4,0,0,0,0,7,0,0.233,133.69,5.300000000000001,25.1,23.6,0,0,0,91.3,0.14,1003,97,0.9
2018,1,6,5,0,0,0,0,7,0,0.233,120.43,5.2,25.1,23.400000000000002,0,0,0,90.57000000000001,0.14,1004,93,0.8
2018,1,6,6,0,0,0,0,7,0,0.231,106.75,5.2,25.1,23.400000000000002,0,0,0,90.08,0.14,1004,88,0.7000000000000001
2018,1,6,7,0,0,0,0,7,0,0.229,92.93,5.1000000000000005,25.3,23.6,0,0,0,90.08,0.14,1004,83,0.5
2018,1,6,8,0,61,393,136,7,3,0.228,79.02,5.1000000000000005,26.400000000000002,24.3,42,0,42,88.28,0.14,1005,92,0.4
2018,1,6,9,0,97,661,372,7,0,0.228,65.4,5,28.200000000000003,23.6,121,0,121,76.26,0.14,1006,204,0.30000000000000004
2018,1,6,10,0,117,784,598,7,0,0.228,52.14,5,29.3,23.1,266,344,477,69.51,0.14,1006,237,0.6000000000000001
2018,1,6,11,0,137,836,780,7,0,0.228,39.74,5,29.700000000000003,23.1,344,401,652,67.91,0.14,1006,237,0.7000000000000001
2018,1,6,12,0,152,858,900,7,0,0.228,29.39,5.1000000000000005,30.200000000000003,23.5,455,193,623,67.55,0.14,1006,228,0.7000000000000001
2018,1,6,13,0,163,859,948,7,0,0.229,23.97,5.2,30.400000000000002,23.900000000000002,466,95,553,68.3,0.14,1005,210,0.7000000000000001
2018,1,6,14,0,170,840,920,7,0,0.23,26.7,5.2,30.400000000000002,24,468,143,596,68.66,0.14,1004,186,0.7000000000000001
2018,1,6,15,0,167,803,819,7,0,0.231,35.75,5.300000000000001,30.200000000000003,24.1,404,98,483,69.73,0.14,1003,161,0.9
2018,1,6,16,0,154,743,654,7,0,0.232,47.63,5.4,29.6,24.3,270,29,290,73.29,0.14,1003,136,1.3
2018,1,6,17,0,134,626,440,7,0,0.232,60.67,5.5,28.900000000000002,24.700000000000003,208,57,235,78.14,0.14,1004,115,1.5
2018,1,6,18,0,93,420,207,6,3,0.231,74.21000000000001,5.5,28.1,24.700000000000003,90,0,90,81.75,0.14,1004,103,1.8
2018,1,6,19,0,15,51,17,6,3,0.231,87.79,5.5,27.1,25.1,9,0,9,88.73,0.14,1005,95,1.8
2018,1,6,20,0,0,0,0,6,0,0.232,101.91,5.5,26.700000000000003,25.200000000000003,0,0,0,91.43,0.14,1006,91,1.8
2018,1,6,21,0,0,0,0,6,0,0.233,115.67,5.4,26.3,25.200000000000003,0,0,0,93.82000000000001,0.14,1006,89,1.8
2018,1,6,22,0,0,0,0,6,0,0.233,129.13,5.300000000000001,26,25.200000000000003,0,0,0,95.36,0.14,1006,89,1.7000000000000002
2018,1,6,23,0,0,0,0,6,0,0.233,141.87,5.300000000000001,25.8,25.1,0,0,0,96.01,0.14,1006,89,1.7000000000000002
2018,1,7,0,0,0,0,0,6,0,0.233,152.78,5.300000000000001,25.700000000000003,25,0,0,0,95.92,0.14,1006,89,1.7000000000000002
2018,1,7,1,0,0,0,0,6,0,0.233,158.74,5.4,25.5,24.900000000000002,0,0,0,96.39,0.14,1006,87,1.8
2018,1,7,2,0,0,0,0,7,0,0.232,155.75,5.4,25.3,24.8,0,0,0,96.85000000000001,0.14,1005,87,1.7000000000000002
2018,1,7,3,0,0,0,0,7,0,0.232,146.11,5.5,25.200000000000003,24.6,0,0,0,96.74000000000001,0.14,1004,90,1.7000000000000002
2018,1,7,4,0,0,0,0,7,0,0.233,133.83,5.5,25.200000000000003,24.5,0,0,0,96.09,0.14,1004,94,1.6
2018,1,7,5,0,0,0,0,8,0,0.233,120.55,5.5,25.200000000000003,24.400000000000002,0,0,0,95.60000000000001,0.14,1004,96,1.5
2018,1,7,6,0,0,0,0,7,0,0.232,106.87,5.6000000000000005,25.200000000000003,24.400000000000002,0,0,0,95.53,0.14,1005,96,1.5
2018,1,7,7,0,0,0,0,7,0,0.231,93.03,5.6000000000000005,25.5,24.700000000000003,0,0,0,95.26,0.14,1006,93,1.5
2018,1,7,8,0,57,413,135,4,3,0.231,79.11,5.6000000000000005,26.400000000000002,25.3,58,0,58,93.47,0.14,1007,87,1.9000000000000001
2018,1,7,9,0,92,672,370,3,3,0.232,65.47,5.6000000000000005,27.1,25.3,179,168,249,89.95,0.14,1007,85,2
2018,1,7,10,0,111,791,596,3,0,0.233,52.19,5.6000000000000005,27.700000000000003,25.200000000000003,289,202,413,86.22,0.14,1007,85,2
2018,1,7,11,0,128,847,779,2,0,0.233,39.75,5.6000000000000005,28.200000000000003,25.200000000000003,388,188,532,83.77,0.14,1007,85,1.8
2018,1,7,12,0,138,875,901,3,0,0.232,29.35,5.7,28.700000000000003,25.200000000000003,285,15,298,81.45,0.14,1006,86,1.6
2018,1,7,13,0,144,883,952,8,0,0.231,23.86,5.7,29,25.200000000000003,160,3,163,79.94,0.14,1006,91,1.4000000000000001
2018,1,7,14,0,160,851,921,7,0,0.229,26.54,5.800000000000001,29.1,25.1,454,94,538,78.87,0.14,1005,102,1.1
2018,1,7,15,0,154,823,823,6,0,0.229,35.59,5.800000000000001,29,24.900000000000002,417,184,567,78.82000000000001,0.14,1004,117,1
2018,1,7,16,0,138,772,660,4,0,0.228,47.49,5.800000000000001,28.8,25,278,33,300,80.16,0.14,1004,125,1.1
2018,1,7,17,0,120,664,447,8,0,0.227,60.54,5.9,28.700000000000003,25.5,215,243,334,82.65,0.14,1004,124,1
2018,1,7,18,0,86,461,212,8,0,0.227,74.09,5.9,28,25.3,109,67,127,85.05,0.14,1004,121,1.1
2018,1,7,19,0,16,65,19,8,3,0.229,87.69,5.9,27.1,25.400000000000002,12,0,12,90.64,0.14,1005,116,1.1
2018,1,7,20,0,0,0,0,4,0,0.23,101.81,5.9,26.700000000000003,25.3,0,0,0,92.08,0.14,1006,108,1.2000000000000002
2018,1,7,21,0,0,0,0,8,0,0.231,115.59,5.9,26.400000000000002,25.200000000000003,0,0,0,93.2,0.14,1007,100,1.4000000000000001
2018,1,7,22,0,0,0,0,4,0,0.232,129.07,5.9,26.1,25.1,0,0,0,94.36,0.14,1007,94,1.5
2018,1,7,23,0,0,0,0,8,0,0.234,141.85,5.800000000000001,25.900000000000002,25,0,0,0,95.03,0.14,1007,90,1.6
2018,1,8,0,0,0,0,0,3,0,0.23500000000000001,152.81,5.800000000000001,25.8,25,0,0,0,95.25,0.14,1007,90,1.6
2018,1,8,1,0,0,0,0,4,0,0.23500000000000001,158.85,5.7,25.6,24.900000000000002,0,0,0,95.82000000000001,0.14,1006,90,1.6
2018,1,8,2,0,0,0,0,4,0,0.234,155.91,5.6000000000000005,25.400000000000002,24.8,0,0,0,96.48,0.14,1006,89,1.8
2018,1,8,3,0,0,0,0,4,0,0.233,146.26,5.6000000000000005,25.3,24.700000000000003,0,0,0,96.73,0.14,1005,89,1.9000000000000001
2018,1,8,4,0,0,0,0,8,0,0.234,133.97,5.5,25.200000000000003,24.700000000000003,0,0,0,97.14,0.14,1005,90,2
2018,1,8,5,0,0,0,0,3,0,0.234,120.68,5.5,25.1,24.6,0,0,0,97.22,0.14,1005,93,1.9000000000000001
2018,1,8,6,0,0,0,0,3,0,0.23500000000000001,106.98,5.5,25,24.5,0,0,0,97.01,0.14,1006,98,1.6
2018,1,8,7,0,0,0,0,8,0,0.23600000000000002,93.12,5.6000000000000005,25.3,24.700000000000003,0,0,0,96.23,0.14,1006,106,1.4000000000000001
2018,1,8,8,0,53,447,136,7,3,0.23600000000000002,79.19,5.6000000000000005,26.3,25.200000000000003,7,0,7,93.91,0.14,1007,117,1.4000000000000001
2018,1,8,9,0,83,700,373,6,0,0.23600000000000002,65.54,5.7,27.200000000000003,25.1,18,0,18,88.07000000000001,0.14,1008,136,1.1
2018,1,8,10,0,102,810,598,8,0,0.23600000000000002,52.24,5.800000000000001,27.8,24.400000000000002,35,0,35,81.62,0.14,1008,171,0.9
2018,1,8,11,0,153,799,768,8,0,0.23500000000000001,39.77,5.800000000000001,28,24.200000000000003,362,70,416,79.66,0.14,1008,193,0.7000000000000001
2018,1,8,12,0,163,835,891,3,0,0.234,29.310000000000002,5.9,28.400000000000002,24,414,376,743,77.11,0.14,1007,204,0.6000000000000001
2018,1,8,13,0,167,848,943,8,0,0.234,23.740000000000002,5.9,28.700000000000003,23.8,459,323,755,74.95,0.14,1006,216,0.5
2018,1,8,14,0,176,825,915,7,0,0.233,26.38,6,28.8,23.700000000000003,359,565,865,73.98,0.14,1005,224,0.4
2018,1,8,15,0,171,793,817,7,0,0.233,35.44,6,28.700000000000003,23.700000000000003,394,324,658,74.21000000000001,0.14,1005,218,0.30000000000000004
2018,1,8,16,0,156,735,654,7,0,0.233,47.34,6.1000000000000005,28.6,23.8,328,126,414,75.13,0.14,1004,192,0.2
2018,1,8,17,0,139,612,441,7,0,0.233,60.410000000000004,6.1000000000000005,28.6,24,207,303,357,76.02,0.14,1005,173,0.1
2018,1,8,18,0,96,408,209,7,0,0.234,73.97,6.1000000000000005,28,23.900000000000002,41,0,41,78.35000000000001,0.14,1005,90,0.2
